type,prix,adresse,image_lien
chaussures,7 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4060976_uploaded_image1_1674416715.jpg
chaussures,8 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4019759_uploaded_image1_1671731981.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4040305_uploaded_image2_1673193273.jpeg
chaussures,7 500CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4040246_uploaded_image1_1673189828.jpg
chaussures,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4038506_uploaded_image1_1673066961.jpg
chaussures,6 000CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4038403_uploaded_image1_1673050094.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4002035_uploaded_image1_1670608928.jpg
chaussures,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4024385_uploaded_image1_1672137859.jpg
chaussures,15 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4002819_uploaded_image1_1670672099.jpg
chaussures,7 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4000084_uploaded_image1_1670513545.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4000080_uploaded_image3_1670513440.jpeg
chaussures,20 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3958985_uploaded_image1_1668074060.jpg
chaussures,20 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg
chaussures,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3920803_uploaded_image1_1665775387.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3897399_uploaded_image1_1664399172.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3897395_uploaded_image1_1664399089.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3895663_uploaded_image1_1664298673.jpg
chaussures,3 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3874877_uploaded_image1_1662993378.jpg
chaussures,3 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3874870_uploaded_image1_1662993234.jpg
chaussures,Prix sur demande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3887647_uploaded_image1_1663793770.jpg
chaussures,15 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3886285_uploaded_image1_1663727518.jpg
chaussures,6 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3869546_uploaded_image1_1662655575.jpg
chaussures,3 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3853482_uploaded_image1_1661882915.jpg
chaussures,2 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3853480_uploaded_image1_1661882766.jpg
chaussures,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3851925_uploaded_image1_1661800790.jpg
chaussures,12 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3848408_uploaded_image1_1661541004.jpg
chaussures,5 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3804708_uploaded_image1_1659095376.jpg
chaussures,10 000CFA,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3824846_uploaded_image1_1660191219.jpg
chaussures,1 500CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_3778619_uploaded_image1_1657354885.jpg
chaussures,7 000CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3777593_uploaded_image1_1657274825.jpg
