web-scraper-order,web-scraper-start-url,type habits,prix,adresse,image_lien-src,container_vetements-enfant,container_vetements-enfant-href
"1752746682-2659","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillots Sénégal  enfant","10 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3794471_uploaded_image1_1658452420.jpg","Maillot enfant","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-3585164"
"1752746682-2660","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillot enfant","8 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3585164_uploaded_image1_1645997873.jpg","Maillot enfant","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-3585164"
"1752746682-2661","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillot football enfants - Sénégal","8 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3566348_uploaded_image3_1644775694.jpeg","Maillot enfant","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-3585164"
"1752746682-2662","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillot Sénégal enfants","10 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3637250_uploaded_image1_1649076487.jpg","Maillot enfant","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-3585164"
"1752746682-2663","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble maillots enfants","8 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2997124_uploaded_image1_1615491439.jpg","Maillot enfant","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-3585164"
"1752746682-2664","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillot de bain enfant","5 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3243385_uploaded_image1_1627145773.jpg","Maillot enfant","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-3585164"
"1752746682-2665","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillots enfant","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3646687_uploaded_image1_1649538934.jpg","Maillot enfant","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-3585164"
"1752746682-2666","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillots enfant","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3643824_uploaded_image1_1649366012.jpg","Maillot enfant","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-3585164"
"1752746682-2667","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillot enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3323046_uploaded_image1_1631093504.jpg","Maillot enfant","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-3585164"
"1752746701-2668","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble veste garçon 5 pièces","28 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5010327_uploaded_image1_1729813849.jpg","Ensemble Veste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-veste-enfant-3594235"
"1752746701-2669","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble veste pour enfant","23 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4479762_uploaded_image1_1701402947.jpg","Ensemble Veste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-veste-enfant-3594235"
"1752746701-2670","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3648076_uploaded_image1_1649645654.jpg","Ensemble Veste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-veste-enfant-3594235"
"1752746701-2671","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble Veste enfant","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3594235_uploaded_image1_1646433088.jpg","Ensemble Veste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-veste-enfant-3594235"
"1752746701-2672","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","23 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2756979_uploaded_image1_1605184997.jpg","Ensemble Veste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-veste-enfant-3594235"
"1752746701-2673","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble veste - enfant","17 500 CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1204350_uploaded_image1_1573832159.93.png","Ensemble Veste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-veste-enfant-3594235"
"1752746705-2674","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Pantalon Zara enfant","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3598377_uploaded_image1_1646692365.jpg","Pantalon Zara enfant","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-zara-enfant-3598377"
"1752746713-2675","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3733511_uploaded_image1_1654724106.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-3600524"
"1752746713-2676","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Combinaison enfant","4 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3638113_uploaded_image1_1649106100.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-3600524"
"1752746713-2677","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600524_uploaded_image1_1646824802.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-3600524"
"1752746713-2678","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3536216_uploaded_image1_1642943146.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-3600524"
"1752746713-2679","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527123_uploaded_image1_1642357733.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-3600524"
"1752746713-2680","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Pantalon enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527122_uploaded_image1_1642357621.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-3600524"
"1752746713-2681","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527120_uploaded_image1_1642357377.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-3600524"
"1752746713-2682","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Pull friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502826_uploaded_image1_1640879287.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-3600524"
"1752746713-2683","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502825_uploaded_image1_1640879211.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-3600524"
"1752746713-2684","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468413_uploaded_image1_1638627289.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-3600524"
"1752746713-2685","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Pull capuche enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468409_uploaded_image1_1638627241.jpg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-3600524"
"1752746713-2686","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3447441_uploaded_image2_1637437933.jpeg","Friperie enfants","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-3600524"
"1752746721-2687","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vetements enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3600527"
"1752746721-2688","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Sous vetement enfant","1 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3600527"
"1752746721-2689","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vetement  enfants","8 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5193655_uploaded_image1_1739987145.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3600527"
"1752746721-2690","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Sous-vêtement Enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3600527"
