web-scraper-order,web-scraper-start-url,type habits,prix,adresse,image_lien-src,container_vetements-enfant,container_vetements-enfant-href
"1752745787-956","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetements  enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3056595"
"1752745787-957","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetement enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4510412_uploaded_image1_1703252917.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3056595"
"1752745787-958","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfant","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4065291_uploaded_image1_1674673177.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3056595"
"1752745787-959","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3056595"
"1752745787-960","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetement enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931868_uploaded_image1_1725656850.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3056595"
"1752745802-961","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527122_uploaded_image1_1642357621.jpg","Pantalon enfant","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056602"
"1752745802-962","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble chemises + pantalon friperie enfants","3 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174199_uploaded_image2_1623782190.jpeg","Pantalon enfant","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056602"
"1752745802-963","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon enfant","3 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056602_uploaded_image1_1618315072.jpg","Pantalon enfant","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056602"
"1752745802-964","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon enfant","2 500 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056588_uploaded_image1_1618314847.jpg","Pantalon enfant","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056602"
"1752745802-965","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble chemise - pantalon enfant","2 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3017358_uploaded_image1_1616523355.jpg","Pantalon enfant","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056602"
"1752745802-966","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon jeans enfants","2 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3017355_uploaded_image1_1616523288.jpg","Pantalon enfant","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056602"
"1752745802-967","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon jeans friperie enfants","6 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3012395_uploaded_image1_1616265641.jpg","Pantalon enfant","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056602"
"1752745802-968","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon jeans enfant","4 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2754003_uploaded_image1_1605091024.jpg","Pantalon enfant","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056602"
"1752745802-969","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","12 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133600_uploaded_image1_1589810793.jpg","Pantalon enfant","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056602"
"1752745802-970","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon pour enfant 14ans 15ans","4 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976513_uploaded_image1_1728030461.jpg","Pantalon enfant","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056602"
"1752745802-971","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalons enfant","6 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659691_uploaded_image1_1711411286.jpg","Pantalon enfant","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056602"
"1752745802-972","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon friperie enfants","3 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4604387_uploaded_image1_1708513793.jpg","Pantalon enfant","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056602"
"1752745806-973","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Polo Lacoste enfant","1 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4405119_uploaded_image1_1696581900.jpg","Lacoste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-enfant-3057300"
"1752745806-974","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Lacoste enfant","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3057300_uploaded_image1_1618332021.jpg","Lacoste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-enfant-3057300"
"1752745806-975","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfant","5 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2735012_uploaded_image1_1604415011.jpg","Lacoste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-enfant-3057300"
"1752745806-976","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfant  3-6 mois","12 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3550527_uploaded_image1_1643810579.jpg","Lacoste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-enfant-3057300"
"1752745806-977","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Lacoste enfant","4 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543946_uploaded_image1_1580077992.21.png","Lacoste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-enfant-3057300"
"1752745806-978","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Lacoste enfant","4 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543886_uploaded_image1_1580076977.34.png","Lacoste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-enfant-3057300"
"1752745806-979","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Polo Lacoste pour enfants","4 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5344468_uploaded_image1_1748167535.jpg","Lacoste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-enfant-3057300"
"1752745806-980","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Polos  Lacoste enfants","4 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4394815_uploaded_image1_1695942580.jpg","Lacoste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-enfant-3057300"
"1752745810-981","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble bébé","7 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3396563_uploaded_image1_1634810875.jpg","Ensemble bébé","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-3061601"
"1752745810-982","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble bébé","11 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2743223_uploaded_image1_1604671783.jpg","Ensemble bébé","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-3061601"
"1752745810-983","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble robe  bébé","5 500 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2732121_uploaded_image1_1604324288.jpg","Ensemble bébé","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-3061601"
"1752745810-984","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","7 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2851844_uploaded_image1_1608894466.jpg","Ensemble bébé","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-3061601"
"1752745810-985","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant coton 100%","12 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2736363_uploaded_image1_1604448852.jpg","Ensemble bébé","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-3061601"
"1752745817-986","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5385364_uploaded_image1_1750509649.41.jpeg","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3061627"
"1752745817-987","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Habillement enfant","4 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5385294_uploaded_image1_1750506744.37.jpeg","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3061627"
"1752745817-988","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4042129_uploaded_image1_1673293586.jpg","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3061627"
"1752745817-989","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4042132_uploaded_image1_1673293667.jpg","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3061627"
"1752745817-990","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","4 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3663950_uploaded_image3_1650558634.jpeg","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3061627"
"1752745817-991","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensembles enfant","4 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3490179_uploaded_image2_1639899300.jpeg","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3061627"
"1752745817-992","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble  enfant","6 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3487929_uploaded_image1_1639736157.jpg","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3061627"
"1752745817-993","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221637_uploaded_image1_1625954553.jpg","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3061627"
"1752745817-994","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","7 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3061627_uploaded_image1_1618503756.jpg","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3061627"
"1752745817-995","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble vêtement enfant","7 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3061615_uploaded_image1_1618503481.jpg","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3061627"
"1752745817-996","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","5 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2970729_uploaded_image1_1614253943.jpg","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3061627"
"1752745817-997","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements  enfant","10 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2469028_uploaded_image1_1595412561.jpg","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3061627"
"1752745828-998","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3067708"
"1752745828-999","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetements enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3067708"
"1752745828-1000","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3067708"
"1752745828-1001","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Sous vetement enfant","1 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3067708"
"1752745828-1002","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetement  enfants","8 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5193655_uploaded_image1_1739987145.jpg","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3067708"
"1752745828-1003","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Sous-vêtement Enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3067708"
"1752745828-1004","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3067708"
"1752745828-1005","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3067708"
"1752745828-1006","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetements enfant","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645364_uploaded_image1_1710623336.jpg","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3067708"
"1752745828-1007","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetements  enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3067708"
"1752745828-1008","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetement enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4510412_uploaded_image1_1703252917.jpg","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3067708"
"1752745828-1009","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfant","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4065291_uploaded_image1_1674673177.jpg","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3067708"
"1752745832-1010","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble filles","5 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4615094_uploaded_image1_1709070182.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072113"
"1752745832-1011","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble fille","2 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3072126_uploaded_image1_1619012521.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072113"
"1752745832-1012","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble fille","2 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3072113_uploaded_image1_1619012309.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072113"
"1752745832-1013","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfant","5 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2735012_uploaded_image1_1604415011.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072113"
"1752745832-1014","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble pour jeune fille","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365674_uploaded_image1_1749416491.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072113"
"1752745832-1015","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble maillot de bain","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709459_uploaded_image1_1713994419.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072113"
"1752745832-1016","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Grenouillère","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4623255_uploaded_image2_1709484828.jpeg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072113"
"1752745832-1017","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4402991_uploaded_image1_1696452237.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072113"
"1752745832-1018","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble 2 pièces pour fille","14 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4402284_uploaded_image1_1696423054.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072113"
"1752745832-1019","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble bandeaux chaussettes","1 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3813301_uploaded_image1_1659543149.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072113"
"1752745832-1020","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble 3 pièces  enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2796322_uploaded_image1_1606723370.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072113"
"1752745832-1021","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble fillette","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2780240_uploaded_image1_1606073743.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072113"
"1752745836-1022","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble filles","5 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4615094_uploaded_image1_1709070182.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072126"
"1752745836-1023","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble fille","2 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3072126_uploaded_image1_1619012521.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072126"
"1752745836-1024","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble fille","2 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3072113_uploaded_image1_1619012309.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072126"
"1752745836-1025","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfant","5 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2735012_uploaded_image1_1604415011.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072126"
"1752745836-1026","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble pour jeune fille","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5365674_uploaded_image1_1749416491.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072126"
"1752745836-1027","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble maillot de bain","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709459_uploaded_image1_1713994419.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072126"
"1752745836-1028","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Grenouillère","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4623255_uploaded_image2_1709484828.jpeg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072126"
"1752745836-1029","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4402991_uploaded_image1_1696452237.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072126"
"1752745836-1030","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble 2 pièces pour fille","14 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4402284_uploaded_image1_1696423054.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072126"
"1752745836-1031","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble bandeaux chaussettes","1 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3813301_uploaded_image1_1659543149.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072126"
"1752745836-1032","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble 3 pièces  enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2796322_uploaded_image1_1606723370.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072126"
"1752745836-1033","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble fillette","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2780240_uploaded_image1_1606073743.jpg","Ensemble fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072126"
"1752745839-1034","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Caleçons boxers enfants","8 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3516897_uploaded_image1_1641755817.jpg","Boxer enfant","https://sn.coinafrique.com/annonce/vetements-enfants/boxer-enfant-3077069"
"1752745839-1035","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Boxer enfant","6 500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3077069_uploaded_image1_1619214743.jpg","Boxer enfant","https://sn.coinafrique.com/annonce/vetements-enfants/boxer-enfant-3077069"
"1752745839-1036","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Boxer enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2597317_uploaded_image1_1599130395.jpg","Boxer enfant","https://sn.coinafrique.com/annonce/vetements-enfants/boxer-enfant-3077069"
"1752745839-1037","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Dessous enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3848809_uploaded_image1_1661581124.jpg","Boxer enfant","https://sn.coinafrique.com/annonce/vetements-enfants/boxer-enfant-3077069"
"1752745839-1038","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Slip ou boxer  / enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2351705_uploaded_image1_1593186889.jpg","Boxer enfant","https://sn.coinafrique.com/annonce/vetements-enfants/boxer-enfant-3077069"
"1752745839-1039","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Sous vêtements enfants","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3250923_uploaded_image1_1627575838.jpg","Boxer enfant","https://sn.coinafrique.com/annonce/vetements-enfants/boxer-enfant-3077069"
"1752745839-1040","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Caleçon enfant","7 000 CFA","Patte d'Oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2543074_uploaded_image1_1597409717.16.jpeg","Boxer enfant","https://sn.coinafrique.com/annonce/vetements-enfants/boxer-enfant-3077069"
"1752745839-1041","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Boxers enfants","7 000 CFA","Patte d'Oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_1680030_uploaded_image1_1582211265.82.png","Boxer enfant","https://sn.coinafrique.com/annonce/vetements-enfants/boxer-enfant-3077069"
"1752745843-1042","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetement enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931868_uploaded_image1_1725656850.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3079390"
"1752745843-1043","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vetements enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3079390"
"1752745843-1044","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3079390"
