web-scraper-order,web-scraper-start-url,container_chaussures-enfant,container_chaussures-enfant-href,type chaussures,prix,adresse,image_lien-src
"1752764377-3290","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Baskets Adidas","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-adidas-2789511","Baskets Puma - Adidas","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2818578_uploaded_image1_1607458128.jpg"
"1752764377-3291","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Baskets Adidas","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-adidas-2789511","Baskets Nike enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1752764385-3292","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2795343","Claquettes enfants","6 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2795343_uploaded_image1_1606666445.jpg"
"1752764385-3293","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2795343","Claquettes enfant","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2762753_uploaded_image1_1605397699.jpg"
"1752764385-3294","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2795343","Chaussures enfant","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2733477_uploaded_image1_1604363169.jpg"
"1752764385-3295","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2795343","Chaussures enfant","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2720321_uploaded_image1_1603756962.jpg"
"1752764385-3296","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2795343","Chaussures enfants","7 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2484015_uploaded_image1_1595729350.jpg"
"1752764385-3297","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2795343","Chaussures enfants","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2484004_uploaded_image1_1595729080.jpg"
"1752764385-3298","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2795343","Chaussures enfant","7 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2476350_uploaded_image1_1595551356.jpg"
"1752764385-3299","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2795343","Chaussures enfant","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2476339_uploaded_image1_1595551015.jpg"
"1752764385-3300","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2795343","Claquettes enfants","3 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2141792_uploaded_image1_1589925335.jpg"
"1752764385-3301","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2795343","Claquettes enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1243853_uploaded_image1_1574535955.25.png"
"1752764385-3302","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2795343","Claquettes enfant","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2972548_uploaded_image1_1614340301.jpg"
"1752764385-3303","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2795343","Claquettes enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2226824_uploaded_image1_1591274411.jpg"
"1752764408-3304","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2795704","Chaussures garçons","3 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2795704_uploaded_image1_1606681411.jpg"
"1752764408-3305","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2795704","Chaussures garçons","10 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2831294_uploaded_image1_1607984493.jpg"
"1752764408-3306","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2795704","Chaussures /  garçon","8 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2076146_uploaded_image1_1588892627.jpg"
"1752764408-3307","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2795704","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752764408-3308","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2795704","Chaussures bébé","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4187188_uploaded_image1_1682250705.jpg"
"1752764408-3309","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2795704","Chaussures enfants","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3699436_uploaded_image1_1652782683.jpg"
"1752764408-3310","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2795704","Chaussures nourrissons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2942148_uploaded_image1_1612894020.jpg"
"1752764408-3311","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2795704","Chaussures enfants","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2896647_uploaded_image1_1610917261.jpg"
"1752764408-3312","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2795704","Chaussures garçon","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2798841_uploaded_image1_1606808767.jpg"
"1752764408-3313","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2795704","Chaussures enfants","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2621862_uploaded_image1_1599941553.jpg"
"1752764408-3314","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2795704","Chaussures garçon","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2621852_uploaded_image1_1599941341.jpg"
"1752764408-3315","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2795704","Chaussures garçons","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2621850_uploaded_image1_1599941226.jpg"
"1752764412-3316","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2797680","Chaussures pour enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4656153_uploaded_image1_1711205088.jpg"
"1752764412-3317","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2797680","Chaussures pour enfant","9 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4516156_uploaded_image1_1703690655.jpg"
"1752764412-3318","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2797680","Chaussures enfant","5 500 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4059363_uploaded_image1_1674301059.jpg"
"1752764412-3319","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2797680","Chaussures enfant","5 500 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4059370_uploaded_image1_1674301238.jpg"
"1752764412-3320","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2797680","Chaussures enfant","5 500 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4059365_uploaded_image1_1674301160.jpg"
"1752764412-3321","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2797680","Chaussures enfants","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3887647_uploaded_image1_1663793770.jpg"
"1752764412-3322","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2797680","Chaussures enfant","10 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2797680_uploaded_image1_1606753722.jpg"
"1752764412-3323","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2797680","Chaussures Enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2710760_uploaded_image1_1603327864.jpg"
"1752764412-3324","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2797680","Chaussures enfant","5 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4422835_uploaded_image1_1697766757.jpg"
"1752764412-3325","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2797680","Chaussures enfants","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_2594069_uploaded_image1_1599042727.jpg"
"1752764412-3326","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2797680","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1752764412-3327","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2797680","Chaussures enfant - 7 paires","15 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1752764416-3328","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçon","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcon-2798841","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752764416-3329","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçon","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcon-2798841","Chaussures bébé","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4187188_uploaded_image1_1682250705.jpg"
"1752764416-3330","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçon","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcon-2798841","Chaussures enfants","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3699436_uploaded_image1_1652782683.jpg"
