web-scraper-order,web-scraper-start-url,container_chaussures-enfant,container_chaussures-enfant-href,type chaussures,prix,adresse,image_lien-src
"1752762952-616","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905360","Chaussures enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1752762952-617","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905360","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1752762952-618","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905360","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1752762956-619","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762956-620","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762956-621","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762956-622","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762956-623","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1752762956-624","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363","Chaussures enfant","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1752762956-625","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752762956-626","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1752762956-627","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1752762956-628","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363","Chaussures enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1752762956-629","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1752762956-630","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1752762960-631","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762960-632","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762960-633","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762960-634","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762960-635","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1752762960-636","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365","Chaussures enfant","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1752762960-637","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752762960-638","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1752762960-639","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1752762960-640","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365","Chaussures enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1752762960-641","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1752762960-642","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1752762964-643","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762964-644","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762964-645","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762964-646","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762964-647","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1752762964-648","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367","Chaussures enfant","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1752762964-649","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752762964-650","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1752762964-651","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1752762964-652","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367","Chaussures enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1752762964-653","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1752762964-654","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1752762968-655","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762968-656","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762968-657","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762968-658","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762968-659","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1752762968-660","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369","Chaussures enfant","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1752762968-661","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752762968-662","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1752762968-663","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1752762968-664","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369","Chaussures enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1752762968-665","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1752762968-666","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1752762972-667","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762972-668","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762972-669","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762972-670","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762972-671","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1752762972-672","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373","Chaussures enfant","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1752762972-673","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752762972-674","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1752762972-675","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1752762972-676","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373","Chaussures enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1752762972-677","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1752762972-678","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1752762976-679","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762976-680","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762976-681","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762976-682","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762976-683","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1752762976-684","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376","Chaussures enfant","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1752762976-685","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752762976-686","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1752762976-687","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1752762976-688","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376","Chaussures enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1752762976-689","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1752762976-690","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1752762979-691","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762979-692","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762979-693","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762979-694","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1752762979-695","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1752762979-696","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378","Chaussures enfant","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1752762979-697","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752762979-698","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1752762979-699","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1752762979-700","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378","Chaussures enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4414779_uploaded_image1_1697159524.jpg"
"1752762979-701","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4397886_uploaded_image1_1696179932.jpg"
"1752762979-702","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4396320_uploaded_image1_1696061527.jpg"
"1752762983-703","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752762983-704","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1752762983-705","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1752762983-706","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
